customer_id,account_number,salary_day,salary_amount,has_rent,rent_amount,has_emi,emi_amount,avg_monthly_utilities
1162,00120001162,9,20409,1,30990,1,8373,2256
1163,00120001163,23,57438,1,19380,0,0,1206
1164,00120001164,3,22869,1,17045,1,9357,1594
1165,00120001165,19,40958,0,0,0,0,3640
1166,00120001166,8,165840,0,0,0,0,1916
1167,00120001167,5,172217,1,30117,1,17567,1903
1168,00120001168,4,90622,0,0,1,6901,4987
1169,00120001169,24,41442,1,19113,1,14708,3379
1170,00120001170,6,96948,0,0,0,0,2930
1171,00120001171,2,40596,0,0,1,19216,3291
1172,00120001172,20,90791,1,27701,0,0,2977
1173,00120001173,28,57406,0,0,0,0,4742
1174,00120001174,11,55524,0,0,0,0,3512
1175,00120001175,4,169404,1,30703,1,11479,1164
1176,00120001176,15,125160,0,0,0,0,995
1177,00120001177,6,161836,1,10281,0,0,4454
1178,00120001178,22,173635,1,27179,0,0,3531
1179,00120001179,17,182442,1,19186,1,11446,2970
1180,00120001180,24,20062,1,26011,0,0,2785
1181,00120001181,6,59645,1,16839,0,0,3341
1182,00120001182,19,137759,0,0,1,10042,4790
1183,00120001183,25,22244,1,24135,0,0,2910
1184,00120001184,2,152444,1,34793,0,0,4765
1185,00120001185,15,100501,1,27625,0,0,4280
1186,00120001186,11,132450,0,0,0,0,3367
1187,00120001187,8,31956,0,0,0,0,4692
1188,00120001188,26,186545,0,0,0,0,2711
1189,00120001189,19,159966,0,0,0,0,1510
1190,00120001190,13,31709,0,0,0,0,4890
1191,00120001191,12,133428,0,0,1,19390,2390
1192,00120001192,5,30210,0,0,1,5091,2140
1193,00120001193,6,195582,1,4473,0,0,1621
1194,00120001194,26,117081,1,33287,0,0,3044
1195,00120001195,22,184746,0,0,0,0,2416
1196,00120001196,4,115025,1,9057,0,0,3980
1197,00120001197,19,163805,1,17079,0,0,4666
1198,00120001198,20,166152,0,0,1,11509,1552
1199,00120001199,1,199484,0,0,1,15505,2731
1200,00120001200,20,139476,1,9289,1,12408,3353
1201,00120001201,17,185781,0,0,1,9099,1130
1202,00120001202,12,74846,0,0,0,0,3843
1203,00120001203,15,80480,0,0,0,0,4849
1204,00120001204,1,67960,0,0,1,5263,1466
1205,00120001205,26,187224,0,0,0,0,4186
1206,00120001206,14,173322,1,25635,0,0,1490
1207,00120001207,6,100765,1,23995,0,0,2503
1208,00120001208,5,132265,1,23026,0,0,3877
1209,00120001209,11,63137,0,0,1,15160,3137
1210,00120001210,4,133922,0,0,0,0,3052
1211,00120001211,13,136280,0,0,1,5814,3751
1212,00120001212,11,192484,1,6316,0,0,3179
1213,00120001213,3,58876,0,0,0,0,2056
1214,00120001214,1,109547,1,17681,0,0,831
1215,00120001215,6,65227,1,18953,0,0,991
1216,00120001216,18,178522,1,33444,1,17597,3450
1217,00120001217,24,99433,1,30191,0,0,2882
1218,00120001218,10,88704,0,0,0,0,4769
1219,00120001219,5,21861,1,34897,0,0,3179
1220,00120001220,23,76914,1,11834,0,0,4912
1221,00120001221,10,78888,0,0,0,0,1653
1222,00120001222,12,94286,1,14498,0,0,2856
1223,00120001223,2,76293,1,20643,1,3147,2101
1224,00120001224,13,83515,1,7206,1,4709,2627
1225,00120001225,8,169596,1,19820,0,0,2416
1226,00120001226,2,22065,1,13704,0,0,4922
1227,00120001227,20,183756,1,16930,1,16962,917
1228,00120001228,1,103720,0,0,0,0,3586
1229,00120001229,5,179437,1,32014,0,0,3199
1230,00120001230,9,73876,1,9178,0,0,2096
1231,00120001231,17,169776,0,0,0,0,1116
1232,00120001232,9,151694,1,30752,1,3368,4400
1233,00120001233,11,98797,0,0,0,0,2519
1234,00120001234,15,106141,1,26842,0,0,1871
1235,00120001235,24,117390,1,27925,0,0,1839
1236,00120001236,6,111856,0,0,0,0,2293
1237,00120001237,23,81201,1,27689,0,0,4576
1238,00120001238,3,178766,1,16902,0,0,2106
1239,00120001239,17,104766,0,0,0,0,2861
1240,00120001240,5,37995,1,19238,0,0,2171
1241,00120001241,28,107320,0,0,0,0,1166
1242,00120001242,12,95141,0,0,1,4102,2451
1243,00120001243,18,154491,1,10754,0,0,4244
1244,00120001244,14,194024,0,0,1,6074,4689
1245,00120001245,21,179909,1,15204,0,0,1535
1246,00120001246,24,85799,0,0,1,17189,4412
1247,00120001247,11,194949,0,0,0,0,4848
1248,00120001248,9,60687,0,0,1,7791,4276
1249,00120001249,2,52276,1,6929,0,0,3931
1250,00120001250,12,49523,0,0,1,17235,1666
1251,00120001251,3,69615,1,28893,0,0,1459
1252,00120001252,3,25514,1,5530,0,0,3923
1253,00120001253,1,62456,0,0,1,7285,2659
1254,00120001254,8,22233,1,13302,0,0,3165
1255,00120001255,22,16102,0,0,0,0,4532
1256,00120001256,28,81133,1,4715,0,0,1288
1257,00120001257,8,61715,0,0,1,5325,2779
1258,00120001258,11,125545,1,31980,1,15159,3531
1259,00120001259,9,119085,1,11527,1,13846,2971
1260,00120001260,5,124101,1,23696,1,14419,1505
1261,00120001261,14,152328,0,0,1,15587,4798
1262,00120001262,28,123684,1,17421,0,0,2211
1263,00120001263,3,79800,0,0,0,0,3493
1264,00120001264,21,109937,1,18066,1,19425,977
1265,00120001265,5,56548,1,15279,1,17651,2158
1266,00120001266,5,188439,1,25576,0,0,4401
1267,00120001267,19,143845,1,27411,1,7191,4732
1268,00120001268,27,128815,0,0,0,0,2495
1269,00120001269,14,142602,0,0,1,16599,4093
1270,00120001270,26,141270,1,30248,0,0,2437
1271,00120001271,4,141320,0,0,0,0,3705
1272,00120001272,25,172277,0,0,0,0,3175
1273,00120001273,13,40570,1,12610,1,10593,4285
1274,00120001274,10,176327,1,11370,1,17630,3619
1275,00120001275,25,36182,1,22982,0,0,3136
1276,00120001276,18,54373,1,29201,0,0,4220
1277,00120001277,8,58019,1,33516,0,0,1889
1278,00120001278,8,31043,1,16022,0,0,2961
1279,00120001279,7,191604,0,0,1,15003,4724
1280,00120001280,8,34239,1,22328,0,0,2627
1281,00120001281,14,156488,1,6929,1,7637,2419
1282,00120001282,19,149484,1,14959,0,0,3123
1283,00120001283,6,96976,1,7383,1,15215,3732
1284,00120001284,1,39406,1,23924,1,11406,1585
1285,00120001285,23,16875,0,0,0,0,4736
1286,00120001286,15,183138,1,31432,0,0,3761
1287,00120001287,1,151824,0,0,0,0,3858
1288,00120001288,25,147425,1,19570,0,0,4462
1289,00120001289,17,173058,0,0,0,0,4514
1290,00120001290,1,29691,0,0,1,3565,4297
1291,00120001291,15,63075,1,27161,1,10639,816
1292,00120001292,23,25794,0,0,0,0,4942
1293,00120001293,2,162478,1,31432,0,0,1863
1294,00120001294,14,90930,0,0,0,0,1715
1295,00120001295,21,172944,1,32082,1,8084,4715
1296,00120001296,8,56708,0,0,0,0,2491
1297,00120001297,8,130492,0,0,0,0,1083
1298,00120001298,19,121629,0,0,1,13717,3805
1299,00120001299,7,166872,1,28305,0,0,4201
1300,00120001300,19,189469,1,7111,0,0,2549
1301,00120001301,6,138313,0,0,0,0,2177
1302,00120001302,6,183981,0,0,0,0,2632
1303,00120001303,3,36352,0,0,0,0,3925
1304,00120001304,7,116975,1,14985,0,0,4653
1305,00120001305,19,108848,0,0,1,11142,4176
1306,00120001306,8,161510,1,17435,0,0,3166
1307,00120001307,10,59999,1,24195,0,0,1868
1308,00120001308,20,33482,1,16162,0,0,3209
1309,00120001309,15,178543,1,23735,1,14659,4902
1310,00120001310,15,62279,0,0,0,0,4855
1311,00120001311,1,124413,1,13150,1,9662,4060
1312,00120001312,20,69213,0,0,1,14961,3302
1313,00120001313,7,128909,0,0,0,0,1168
1314,00120001314,27,28026,1,10447,0,0,3233
1315,00120001315,4,100184,1,13774,0,0,1195
1316,00120001316,6,20435,0,0,0,0,1339
1317,00120001317,25,154565,1,7176,1,18384,3467
1318,00120001318,1,74321,0,0,0,0,1970
1319,00120001319,5,148835,0,0,1,12388,2107
1320,00120001320,27,35389,1,12651,0,0,4475
1321,00120001321,23,46498,1,14486,0,0,2330
1322,00120001322,1,78755,1,22695,0,0,2297
1323,00120001323,4,116545,0,0,0,0,4613
1324,00120001324,22,50825,1,5530,0,0,3557
1325,00120001325,2,31934,1,16817,0,0,3706
1326,00120001326,10,20574,1,13579,0,0,1684
1327,00120001327,5,145698,0,0,1,6841,1302
1328,00120001328,27,184251,1,5363,0,0,3784
1329,00120001329,10,147659,1,8502,0,0,4945
1330,00120001330,1,57782,0,0,0,0,4393
1331,00120001331,22,75561,0,0,1,17410,2793
1332,00120001332,6,150481,0,0,1,19351,1024
1333,00120001333,13,142159,0,0,0,0,2929
1334,00120001334,15,41751,0,0,0,0,3029
1335,00120001335,4,53174,0,0,0,0,1321
1336,00120001336,13,137678,0,0,1,11723,4231
1337,00120001337,24,71572,0,0,1,10828,3775
1338,00120001338,20,76416,0,0,0,0,2290
1339,00120001339,24,158113,1,22315,0,0,3393
1340,00120001340,15,169299,1,8242,0,0,4938
1341,00120001341,8,50201,0,0,1,6457,1956
1342,00120001342,5,51069,1,16693,0,0,4241
1343,00120001343,15,41370,0,0,0,0,4949
1344,00120001344,4,140342,1,31753,0,0,1453
1345,00120001345,12,157658,0,0,1,11896,3408
1346,00120001346,13,196303,1,4637,0,0,958
1347,00120001347,2,140758,0,0,0,0,937
1348,00120001348,27,151394,0,0,0,0,1332
1349,00120001349,19,80294,1,31055,0,0,4173
1350,00120001350,19,94468,1,23856,0,0,1514
1351,00120001351,4,175371,1,20908,0,0,4490
1352,00120001352,4,105715,1,31366,0,0,3945
1353,00120001353,26,85793,1,26043,0,0,3124
1354,00120001354,11,192573,1,18202,0,0,1220
1355,00120001355,27,126672,0,0,0,0,3844
1356,00120001356,5,155849,1,13476,1,16950,2904
1357,00120001357,20,157321,0,0,1,18516,4964
1358,00120001358,11,135902,1,13915,0,0,4069
1359,00120001359,10,36390,0,0,1,12515,1975
1360,00120001360,8,35369,1,24816,0,0,1519
1361,00120001361,6,158953,0,0,0,0,2486
1362,00120001362,6,24587,0,0,0,0,3918
1363,00120001363,8,122009,0,0,0,0,4371
1364,00120001364,23,153905,1,14652,0,0,979
1365,00120001365,15,62013,0,0,1,6533,2572
1366,00120001366,26,132341,1,19743,0,0,807
1367,00120001367,14,142785,1,28234,0,0,3317
1368,00120001368,11,161826,1,7941,0,0,4900
1369,00120001369,12,122584,1,12387,0,0,3687
1370,00120001370,26,93113,1,12524,1,10571,2802
1371,00120001371,13,101784,0,0,1,19306,4555
1372,00120001372,8,50282,1,8718,0,0,1772
1373,00120001373,18,182809,1,12849,0,0,3620
1374,00120001374,25,39124,1,29279,0,0,3835
1375,00120001375,1,85102,0,0,0,0,4542
1376,00120001376,15,148268,0,0,0,0,3126
1377,00120001377,8,76527,1,30025,1,7837,4238
1378,00120001378,28,145371,0,0,0,0,3638
1379,00120001379,11,145942,1,12715,0,0,2673
1380,00120001380,12,111651,1,14456,0,0,1196
1381,00120001381,12,100395,1,17277,1,12077,3148
1382,00120001382,4,26345,0,0,1,6953,4265
1383,00120001383,16,139544,0,0,0,0,800
1384,00120001384,4,49077,1,12227,1,6467,1994
1385,00120001385,5,145429,1,12967,0,0,3840
1386,00120001386,24,27055,1,20411,0,0,1899
1387,00120001387,5,118693,0,0,1,10739,4351
1388,00120001388,8,100283,0,0,0,0,3471
1389,00120001389,10,59484,1,30811,1,14948,1561
1390,00120001390,17,92514,1,30928,0,0,895
1391,00120001391,28,105135,0,0,1,10408,4816
1392,00120001392,26,50771,0,0,0,0,3600
1393,00120001393,9,192612,0,0,0,0,2373
1394,00120001394,22,125284,0,0,1,16303,1066
1395,00120001395,19,132399,0,0,0,0,4464
1396,00120001396,14,119885,1,8653,1,6796,1921
1397,00120001397,8,175449,1,12033,0,0,3404
1398,00120001398,9,195645,1,28048,0,0,4005
1399,00120001399,22,188805,0,0,0,0,1917
1400,00120001400,11,144344,1,17925,1,15737,4051
1401,00120001401,23,157832,1,9066,1,13355,2694
1402,00120001402,1,128226,1,33697,0,0,3103
1403,00120001403,14,114250,1,16504,1,14151,3805
1404,00120001404,5,40762,0,0,0,0,3601
1405,00120001405,21,197058,1,20640,1,13915,4716
1406,00120001406,26,180404,1,15998,0,0,2452
1407,00120001407,14,186172,0,0,0,0,3237
1408,00120001408,4,151016,1,5447,0,0,3573
1409,00120001409,22,63825,0,0,0,0,4845
1410,00120001410,23,28877,0,0,0,0,2895
1411,00120001411,25,176062,0,0,1,16050,3458
1412,00120001412,1,144065,0,0,0,0,3642
1413,00120001413,22,123443,1,24983,1,8902,4133
1414,00120001414,23,114612,0,0,0,0,3100
1415,00120001415,19,132674,1,21077,0,0,2526
1416,00120001416,8,130074,1,33630,1,17306,1312
1417,00120001417,15,149330,1,14257,0,0,1595
1418,00120001418,21,46629,1,18442,1,12312,2426
1419,00120001419,15,183651,0,0,0,0,4081
1420,00120001420,9,169030,1,16412,0,0,1864
1421,00120001421,21,185537,0,0,1,6442,1161
1422,00120001422,9,30775,1,7665,0,0,3219
1423,00120001423,10,180279,1,31651,0,0,3798
1424,00120001424,20,168625,0,0,0,0,3482
1425,00120001425,25,199704,1,14590,1,7647,4533
1426,00120001426,21,15055,0,0,0,0,1551
1427,00120001427,26,103697,1,12840,0,0,2136
1428,00120001428,9,178945,1,16062,1,12275,2101
1429,00120001429,3,116505,1,11044,1,16539,2760
1430,00120001430,20,95720,0,0,0,0,3905
1431,00120001431,25,93199,1,6063,1,13807,801
1432,00120001432,26,171390,1,26313,0,0,1549
1433,00120001433,11,48734,1,29000,0,0,3879
1434,00120001434,6,164594,0,0,1,6786,3648
1435,00120001435,2,157728,0,0,0,0,4401
1436,00120001436,7,161965,0,0,0,0,4978
1437,00120001437,18,31493,1,22205,0,0,1833
1438,00120001438,27,149704,0,0,0,0,1233
1439,00120001439,2,110872,0,0,0,0,1417
1440,00120001440,27,76779,0,0,0,0,1589
1441,00120001441,17,184524,0,0,1,13456,4422
1442,00120001442,11,159338,0,0,1,16685,3717
1443,00120001443,27,136187,1,13870,1,4793,1597
1444,00120001444,12,131603,0,0,0,0,2578
1445,00120001445,27,76607,0,0,0,0,3726
1446,00120001446,19,31940,1,7749,1,15709,4557
1447,00120001447,22,170075,1,6538,0,0,4040
1448,00120001448,24,142880,0,0,1,3206,1451
1449,00120001449,25,113408,1,20827,0,0,2096
1450,00120001450,7,49815,0,0,1,14965,3553
1451,00120001451,20,176941,1,32258,0,0,1271
1452,00120001452,6,64297,1,15990,1,17114,2118
1453,00120001453,21,75107,1,32203,1,7611,1783
1454,00120001454,24,97793,1,28686,1,15474,3450
1455,00120001455,1,162754,1,6534,0,0,4409
1456,00120001456,17,34622,1,4088,0,0,2411
1457,00120001457,11,45408,0,0,1,6719,3394
1458,00120001458,22,154909,0,0,1,15226,1006
1459,00120001459,26,161479,1,10577,0,0,4036
1460,00120001460,28,175381,1,22325,0,0,923
1461,00120001461,18,108190,1,23694,0,0,1273
1462,00120001462,21,164967,1,12263,0,0,1153
1463,00120001463,17,15370,1,21205,0,0,2944
1464,00120001464,7,129212,1,12072,0,0,1336
1465,00120001465,17,15486,1,32046,0,0,1884
1466,00120001466,20,38762,1,21199,1,12434,1917
1467,00120001467,9,41613,1,28979,0,0,3827
1468,00120001468,17,18196,0,0,1,19639,1761
1469,00120001469,20,115565,1,16538,1,9477,1557
1470,00120001470,22,91349,0,0,1,10535,3736
1471,00120001471,22,79839,0,0,1,9140,2588
1472,00120001472,28,187988,0,0,1,3178,2119
1473,00120001473,8,23572,0,0,0,0,1481
1474,00120001474,17,174297,1,26113,0,0,1651
1475,00120001475,7,60853,1,5953,0,0,4709
1476,00120001476,1,195462,1,8963,1,17321,1549
1477,00120001477,13,178347,0,0,1,17410,1662
1478,00120001478,23,87379,0,0,0,0,3146
1479,00120001479,19,147177,0,0,0,0,1507
1480,00120001480,27,131074,1,32278,0,0,4767
1481,00120001481,24,58209,0,0,0,0,3515
1482,00120001482,19,188559,1,8991,0,0,1719
1483,00120001483,17,164123,1,24185,1,3331,3656
1484,00120001484,13,109244,0,0,0,0,2140
1485,00120001485,16,115300,1,5931,1,3316,2474
1486,00120001486,8,129682,0,0,1,17583,1063
1487,00120001487,19,72175,1,4872,0,0,4532
1488,00120001488,18,152921,0,0,0,0,1279
1489,00120001489,1,116551,1,24971,0,0,3653
1490,00120001490,14,33976,0,0,1,10792,1919
1491,00120001491,19,145617,0,0,0,0,2217
1492,00120001492,15,114794,0,0,0,0,4226
1493,00120001493,18,71866,1,16920,1,17210,1201
1494,00120001494,2,132752,0,0,0,0,2294
1495,00120001495,22,62078,1,24841,0,0,3499
1496,00120001496,28,46113,1,9560,0,0,4650
1497,00120001497,17,30401,1,19389,0,0,4737
1498,00120001498,18,158956,0,0,0,0,4558
1499,00120001499,6,183635,1,28265,0,0,3948
1500,00120001500,19,180486,0,0,0,0,1509
1501,00120001501,4,162214,0,0,0,0,4226
1502,00120001502,1,86492,1,23068,0,0,2739
1503,00120001503,8,91693,0,0,1,18023,1779
1504,00120001504,23,50135,1,21130,0,0,1224
1505,00120001505,7,42862,0,0,0,0,4979
1506,00120001506,3,151262,1,32629,0,0,1591
1507,00120001507,10,85199,1,10826,0,0,3748
1508,00120001508,10,120366,1,33674,0,0,4952
1509,00120001509,19,19331,1,8085,0,0,2435
1510,00120001510,14,198258,1,10117,0,0,4583
1511,00120001511,2,59648,1,21390,0,0,1768
1512,00120001512,28,43549,1,28513,0,0,1751
1513,00120001513,1,40761,1,31316,1,6508,1321
1514,00120001514,23,18262,1,24694,1,19578,2774
1515,00120001515,23,197331,0,0,0,0,2682
1516,00120001516,28,87572,0,0,0,0,3931
1517,00120001517,18,199544,0,0,1,18519,3951
1518,00120001518,7,102858,0,0,0,0,4895
1519,00120001519,8,99667,0,0,1,3099,3453
1520,00120001520,1,19677,0,0,1,11307,3274
1521,00120001521,25,145334,1,30207,1,13302,4424
1522,00120001522,23,116437,0,0,1,9275,1321
1523,00120001523,3,196689,1,22410,1,12463,4996
1524,00120001524,24,164667,0,0,0,0,1022
1525,00120001525,23,75148,0,0,1,4434,2549
1526,00120001526,27,61926,1,9241,0,0,3598
1527,00120001527,8,90271,0,0,0,0,3275
1528,00120001528,22,49457,1,31898,1,16739,3936
1529,00120001529,25,57531,1,18914,1,9813,4125
1530,00120001530,15,143027,1,9669,0,0,1681
1531,00120001531,5,60771,0,0,1,9518,3141
1532,00120001532,3,108135,0,0,0,0,1020
1533,00120001533,19,81354,0,0,0,0,3160
1534,00120001534,1,127743,1,34887,0,0,4448
1535,00120001535,28,183361,1,23392,0,0,1051
1536,00120001536,15,48892,0,0,0,0,2587
1537,00120001537,8,144662,1,11495,0,0,1079
1538,00120001538,2,110057,0,0,0,0,3036
1539,00120001539,3,53409,1,24046,0,0,2901
1540,00120001540,24,180542,1,25804,0,0,4449
1541,00120001541,14,164457,1,32376,1,4826,2450
1542,00120001542,24,169368,0,0,1,18437,3163
1543,00120001543,14,133566,1,18204,0,0,3030
1544,00120001544,11,76716,1,32147,0,0,4131
1545,00120001545,16,104152,1,23295,0,0,823
1546,00120001546,4,41382,1,10897,1,8186,1055
1547,00120001547,20,91675,1,15276,0,0,2037
1548,00120001548,5,37419,1,9485,0,0,4742
1549,00120001549,22,96238,0,0,0,0,4367
1550,00120001550,21,185363,1,21157,0,0,1863
1551,00120001551,14,27397,0,0,0,0,1594
1552,00120001552,23,72888,0,0,0,0,2286
1553,00120001553,16,50169,1,13184,0,0,3283
1554,00120001554,18,77182,1,30414,0,0,2034
1555,00120001555,7,107476,0,0,1,6203,4785
1556,00120001556,10,57249,1,32389,0,0,3654
1557,00120001557,7,174413,1,18692,1,10235,2794
1558,00120001558,1,90603,1,33483,0,0,3133
1559,00120001559,23,192216,0,0,0,0,3091
1560,00120001560,21,94360,0,0,1,4961,1561
1561,00120001561,19,28444,0,0,0,0,2584
1562,00120001562,16,191719,0,0,0,0,1119
1563,00120001563,19,138662,1,31829,1,19377,4792
1564,00120001564,4,113843,1,30451,1,13501,4450
1565,00120001565,28,25974,1,12141,0,0,3579
1566,00120001566,18,127150,1,19323,0,0,4415
1567,00120001567,2,184455,1,23621,0,0,2796
1568,00120001568,1,109826,1,12195,0,0,2096
1569,00120001569,15,112648,1,25966,0,0,4045
1570,00120001570,5,149028,1,26672,0,0,3085
1571,00120001571,20,154149,1,12356,1,15524,909
1572,00120001572,11,51490,0,0,0,0,1211
1573,00120001573,10,139713,0,0,0,0,870
1574,00120001574,2,70612,0,0,0,0,4527
1575,00120001575,3,115474,1,25817,0,0,1517
1576,00120001576,23,51159,1,15432,1,6941,3270
1577,00120001577,23,54710,1,22951,0,0,3088
1578,00120001578,12,159878,1,12130,1,19241,4474
1579,00120001579,20,128096,1,26101,0,0,1518
1580,00120001580,5,122412,0,0,0,0,926
1581,00120001581,5,109924,0,0,0,0,1225
1582,00120001582,6,21458,1,6559,1,18697,3125
1583,00120001583,9,145993,1,18744,0,0,3341
1584,00120001584,2,50524,1,13530,0,0,3235
1585,00120001585,21,152925,1,25021,0,0,3618
1586,00120001586,12,55477,1,20996,0,0,1335
1587,00120001587,3,47222,1,28130,0,0,4333
1588,00120001588,20,33320,1,17187,0,0,3134
1589,00120001589,26,109154,1,22268,0,0,3292
1590,00120001590,22,67243,1,24408,0,0,1944
1591,00120001591,12,191687,1,7134,0,0,2521
1592,00120001592,24,163424,1,29631,1,6332,4290
1593,00120001593,17,87833,0,0,0,0,4670
1594,00120001594,10,108476,1,20375,0,0,2579
1595,00120001595,24,129560,0,0,0,0,3947
1596,00120001596,27,149275,0,0,0,0,1705
1597,00120001597,14,54267,0,0,0,0,2931
1598,00120001598,23,52941,0,0,0,0,3723
1599,00120001599,17,97809,0,0,1,10870,2647
1600,00120001600,18,40368,0,0,0,0,1106
1601,00120001601,19,92186,1,21639,1,10136,4316
1602,00120001602,17,45984,1,6660,0,0,4530
1603,00120001603,14,188013,0,0,1,19000,1316
1604,00120001604,9,198755,0,0,1,19381,900
1605,00120001605,8,15801,0,0,1,3121,2947
1606,00120001606,2,121538,0,0,0,0,3020
1607,00120001607,13,127201,0,0,0,0,3629
1608,00120001608,25,62965,0,0,1,5069,2708
1609,00120001609,7,100269,0,0,0,0,827
1610,00120001610,9,156041,1,7686,0,0,4136
1611,00120001611,22,50969,0,0,0,0,3162
1612,00120001612,22,178521,0,0,0,0,4933
1613,00120001613,11,106679,0,0,0,0,4476
1614,00120001614,14,171777,0,0,1,10956,4024
1615,00120001615,4,43363,1,28045,1,8555,3175
1616,00120001616,26,176792,1,4790,0,0,847
1617,00120001617,26,156044,0,0,1,9407,4513
1618,00120001618,13,48351,0,0,0,0,805
1619,00120001619,2,126023,1,12416,1,16773,1569
1620,00120001620,23,182217,1,23418,1,18213,2162
1621,00120001621,5,102948,0,0,1,17774,4140
1622,00120001622,11,71235,0,0,0,0,1616
1623,00120001623,6,29855,0,0,0,0,4628
1624,00120001624,18,182241,0,0,1,18982,807
1625,00120001625,21,192476,1,31981,0,0,3332
1626,00120001626,10,165641,1,25732,0,0,3559
1627,00120001627,4,140074,1,26850,0,0,1128
1628,00120001628,9,69437,0,0,1,14058,2712
1629,00120001629,6,194578,1,13003,1,11888,3185
1630,00120001630,2,171810,0,0,0,0,4780
1631,00120001631,17,152844,1,18228,0,0,3266
1632,00120001632,5,105410,1,32678,0,0,3837
1633,00120001633,25,34731,0,0,0,0,1994
1634,00120001634,6,156203,1,27904,1,8363,900
1635,00120001635,26,81324,0,0,0,0,3261
1636,00120001636,12,96720,1,24746,0,0,1122
1637,00120001637,23,111433,1,25407,0,0,4924
1638,00120001638,21,17889,1,24693,0,0,4449
1639,00120001639,10,24569,1,4246,0,0,3876
1640,00120001640,22,102193,0,0,0,0,1406
1641,00120001641,21,100192,1,22002,1,12046,1316
1642,00120001642,27,102154,1,30403,1,15138,1908
1643,00120001643,25,123073,1,15637,0,0,1638
1644,00120001644,6,22612,0,0,0,0,1921
1645,00120001645,27,66644,0,0,1,7042,4765
1646,00120001646,8,47069,1,9160,1,19558,4141
1647,00120001647,2,96741,0,0,0,0,2136
1648,00120001648,12,173403,0,0,0,0,2059
1649,00120001649,13,70897,0,0,1,3693,4080
1650,00120001650,25,160006,1,8238,0,0,2661
1651,00120001651,21,156167,0,0,1,8976,1444
1652,00120001652,7,117544,0,0,0,0,3028
1653,00120001653,10,33706,0,0,0,0,1396
1654,00120001654,13,189588,0,0,1,6023,3610
1655,00120001655,17,118602,0,0,0,0,1267
1656,00120001656,26,49629,1,9919,1,12131,1764
1657,00120001657,21,192982,0,0,1,17896,2437
1658,00120001658,28,139746,1,11797,0,0,3586
1659,00120001659,26,35431,0,0,0,0,3613
1660,00120001660,14,55088,1,26467,0,0,1026
1661,00120001661,2,190207,1,27736,1,9660,3608
1662,00120001662,28,184087,0,0,0,0,2104
1663,00120001663,22,46385,0,0,1,4096,1313
1664,00120001664,11,85199,1,13041,1,16975,1011
1665,00120001665,1,53677,1,9334,0,0,1569
1666,00120001666,19,133104,1,31356,0,0,4111
1667,00120001667,21,27818,0,0,0,0,1230
1668,00120001668,4,78001,0,0,0,0,4058
1669,00120001669,19,170049,1,18607,1,19509,1059
1670,00120001670,26,64832,0,0,0,0,2554
1671,00120001671,21,55931,0,0,1,18787,3197
1672,00120001672,11,98990,1,7079,1,14614,845
1673,00120001673,8,87204,0,0,0,0,1676
1674,00120001674,11,60784,1,23359,0,0,3717
1675,00120001675,4,121305,0,0,0,0,2755
1676,00120001676,17,24921,1,16914,0,0,2400
1677,00120001677,27,49959,1,11536,0,0,3074
1678,00120001678,7,47328,1,26303,0,0,2539
1679,00120001679,8,154931,1,27144,0,0,3990
1680,00120001680,3,104506,0,0,1,12836,1133
1681,00120001681,22,89408,1,10680,1,3174,2330
1682,00120001682,2,138852,1,17364,0,0,1355
1683,00120001683,23,41708,0,0,0,0,2848
1684,00120001684,15,33847,1,6384,0,0,1530
1685,00120001685,24,70989,1,15544,0,0,4833
1686,00120001686,22,140383,0,0,1,9986,1963
1687,00120001687,22,19922,0,0,1,7819,2099
1688,00120001688,5,67335,1,14787,0,0,2820
1689,00120001689,24,141913,1,5366,1,7703,4486
1690,00120001690,1,159613,0,0,0,0,2740
1691,00120001691,26,34551,1,21646,1,19741,3871
1692,00120001692,4,165453,1,28043,0,0,4299
1693,00120001693,15,128319,1,31352,0,0,2010
1694,00120001694,20,70673,1,31824,0,0,2154
1695,00120001695,19,116531,0,0,0,0,4128
1696,00120001696,3,37948,0,0,0,0,2930
1697,00120001697,20,107264,0,0,0,0,4909
1698,00120001698,11,74072,0,0,0,0,4067
1699,00120001699,17,82560,1,19018,0,0,2035
1700,00120001700,27,148558,1,34702,1,14682,3578
1701,00120001701,13,81691,0,0,0,0,3708
1702,00120001702,11,156154,1,33071,0,0,1848
1703,00120001703,2,117781,1,28293,0,0,2759
1704,00120001704,9,99105,0,0,1,18236,2378
1705,00120001705,26,22086,0,0,1,8751,4498
1706,00120001706,2,142818,1,10574,0,0,1149
1707,00120001707,21,82853,0,0,0,0,2278
1708,00120001708,9,116925,0,0,0,0,2620
1709,00120001709,9,85027,1,9529,1,19286,2041
1710,00120001710,8,30916,0,0,1,5656,4730
1711,00120001711,17,30248,1,17536,1,13004,1675
1712,00120001712,1,39226,1,21550,0,0,4520
1713,00120001713,25,171097,0,0,1,19611,2341
1714,00120001714,11,63380,0,0,0,0,4505
1715,00120001715,8,22848,1,26652,1,18096,4501
1716,00120001716,10,29274,1,9331,0,0,4338
1717,00120001717,25,69545,1,25413,0,0,1619
1718,00120001718,7,111494,0,0,0,0,4709
1719,00120001719,3,130981,1,21844,0,0,4816
1720,00120001720,3,181305,1,8687,0,0,1008
1721,00120001721,18,31304,1,9357,0,0,2684
1722,00120001722,5,26294,1,25123,0,0,2928
